TIME,WBE_1,WBE_2,WBE_3,FSP_X,FSP_Y,FSP_Z
0.298,0.262015,-0.535131615599692,0.0940011,0.0471906,-0.0830819,-10.4652
0.299,0.261461,-0.541776672441073,0.0940152,0.0344193,-0.0766516,-10.4582
0.3,0.262011,-0.548313000114057,0.0935377,0.043011,-0.0563418,-10.4599
0.301,0.260962,-0.554731195809976,0.0927629,0.0368552,-0.0748493,-10.471
0.302,0.260559,-0.561299678650513,0.0924397,0.0420905,-0.0635701,-10.4834
0.303,0.259753,-0.567794173909929,0.0924663,0.049394,-0.0720394,-10.4682
0.304,0.25955,-0.57415405303849,0.0915048,0.0311534,-0.0774942,-10.4469
0.305,0.259082,-0.580475729616471,0.0902441,0.025657,-0.0707333,-10.4693
0.306,0.259031,-0.586809370251069,0.0896666,0.0451919,-0.0620563,-10.4822
0.307,0.259052,-0.593026825984169,0.089284,0.0321029,-0.0660481,-10.4963
0.308,0.258347,-0.599127014491411,0.0890009,0.0247504,-0.0612523,-10.4792
0.309,0.257966,-0.605345899161378,0.0885232,0.0229396,-0.0616982,-10.4672
0.31,0.257813,-0.611373643041145,0.0873427,0.0302981,-0.0703131,-10.4657
0.311,0.257217,-0.617399847550199,0.0877063,0.023069,-0.0817056,-10.4911
0.312,0.256574,-0.623425272570118,0.086829,0.0128679,-0.058717,-10.4983
0.313,0.25654,-0.629287444741532,0.0859164,0.0149697,-0.0654904,-10.4932
0.314,0.256229,-0.635205806710629,0.0852832,0.0170155,-0.0735321,-10.491
0.315,0.255571,-0.641049451596192,0.0848838,0.0382356,-0.0686083,-10.4924
0.316,0.255628,-0.646757717197592,0.0846387,0.0327152,-0.0706889,-10.4871
0.317,0.254221,-0.652400132091122,0.083331,0.0398318,-0.070383,-10.5253
0.318,0.255018,-0.657872036702662,0.0823744,0.043132,-0.0483476,-10.5356
